  0.977386E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.977875E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.978364E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.978853E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.979343E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.979833E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.980323E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.980813E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.981304E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.981794E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.982285E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.982777E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.983268E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.983760E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.984252E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.984744E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.985237E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.985729E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116671E+08  0.875226E+07  0.875215E+07
  0.986222E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116670E+08  0.875226E+07  0.875215E+07
  0.986716E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116670E+08  0.875226E+07  0.875215E+07
  0.987209E-05  0.875214E+07  0.875214E+07  0.116671E+08  0.116670E+08  0.875226E+07  0.875215E+07
