    0.97962E-05    0.37147E+02
    0.98060E-05    0.37183E+02
    0.98158E-05    0.37219E+02
    0.98256E-05    0.37255E+02
    0.98354E-05    0.37291E+02
    0.98453E-05    0.37327E+02
    0.98551E-05    0.37363E+02
    0.98650E-05    0.37399E+02
    0.98748E-05    0.37435E+02
    0.98847E-05    0.37471E+02
    0.98946E-05    0.37507E+02
    0.99045E-05    0.37543E+02
    0.99144E-05    0.37579E+02
    0.99243E-05    0.37615E+02
    0.99343E-05    0.37651E+02
    0.99442E-05    0.37688E+02
    0.99542E-05    0.37724E+02
    0.99641E-05    0.37760E+02
    0.99741E-05    0.37797E+02
    0.99841E-05    0.37833E+02
    0.99941E-05    0.37870E+02
    0.10004E-04    0.37906E+02
    0.10014E-04    0.37943E+02
    0.10024E-04    0.37979E+02
    0.10034E-04    0.38016E+02
    0.10044E-04    0.38052E+02
    0.10054E-04    0.38089E+02
    0.10064E-04    0.38126E+02
    0.10074E-04    0.38163E+02
    0.10084E-04    0.38199E+02
    0.10094E-04    0.38236E+02
    0.10105E-04    0.38273E+02
    0.10115E-04    0.38310E+02
    0.10125E-04    0.38347E+02
    0.10135E-04    0.38384E+02
    0.10145E-04    0.38421E+02
    0.10155E-04    0.38458E+02
    0.10165E-04    0.38495E+02
    0.10176E-04    0.38532E+02
    0.10186E-04    0.38569E+02
    0.10196E-04    0.38606E+02
    0.10206E-04    0.38643E+02
    0.10216E-04    0.38681E+02
    0.10227E-04    0.38718E+02
    0.10237E-04    0.38755E+02
    0.10247E-04    0.38792E+02
    0.10257E-04    0.38830E+02
    0.10268E-04    0.38867E+02
    0.10278E-04    0.38905E+02
    0.10288E-04    0.38942E+02
    0.10298E-04    0.38980E+02
    0.10309E-04    0.39017E+02
    0.10319E-04    0.39055E+02
    0.10329E-04    0.39092E+02
    0.10340E-04    0.39130E+02
    0.10350E-04    0.39168E+02
    0.10360E-04    0.39206E+02
    0.10371E-04    0.39243E+02
    0.10381E-04    0.39281E+02
    0.10392E-04    0.39319E+02
    0.10402E-04    0.39357E+02
    0.10412E-04    0.39395E+02
    0.10423E-04    0.39433E+02
    0.10433E-04    0.39471E+02
    0.10444E-04    0.39509E+02
    0.10454E-04    0.39547E+02
    0.10465E-04    0.39585E+02
    0.10475E-04    0.39623E+02
    0.10485E-04    0.39661E+02
    0.10496E-04    0.39699E+02
    0.10506E-04    0.39738E+02
    0.10517E-04    0.39776E+02
    0.10527E-04    0.39814E+02
    0.10538E-04    0.39853E+02
    0.10549E-04    0.39891E+02
    0.10559E-04    0.39929E+02
    0.10570E-04    0.39968E+02
    0.10580E-04    0.40006E+02
    0.10591E-04    0.40045E+02
    0.10601E-04    0.40084E+02
    0.10612E-04    0.40122E+02
    0.10623E-04    0.40161E+02
    0.10633E-04    0.40200E+02
    0.10644E-04    0.40238E+02
    0.10655E-04    0.40277E+02
    0.10665E-04    0.40316E+02
    0.10676E-04    0.40355E+02
    0.10687E-04    0.40394E+02
    0.10697E-04    0.40432E+02
    0.10708E-04    0.40471E+02
    0.10719E-04    0.40510E+02
    0.10729E-04    0.40549E+02
    0.10740E-04    0.40589E+02
    0.10751E-04    0.40628E+02
    0.10762E-04    0.40667E+02
    0.10772E-04    0.40706E+02
    0.10783E-04    0.40745E+02
    0.10794E-04    0.40784E+02
    0.10805E-04    0.40824E+02
    0.10816E-04    0.40863E+02
    0.10826E-04    0.40902E+02
    0.10837E-04    0.40942E+02
    0.10848E-04    0.40981E+02
    0.10859E-04    0.41021E+02
    0.10870E-04    0.41060E+02
    0.10881E-04    0.41100E+02
    0.10892E-04    0.41139E+02
    0.10902E-04    0.41179E+02
    0.10913E-04    0.41219E+02
    0.10924E-04    0.41258E+02
    0.10935E-04    0.41298E+02
    0.10946E-04    0.41338E+02
    0.10957E-04    0.41378E+02
    0.10968E-04    0.41418E+02
    0.10979E-04    0.41458E+02
    0.10990E-04    0.41498E+02
    0.11001E-04    0.41538E+02
    0.11012E-04    0.41578E+02
    0.11023E-04    0.41618E+02
    0.11034E-04    0.41658E+02
    0.11045E-04    0.41698E+02
    0.11056E-04    0.41738E+02
    0.11067E-04    0.41778E+02
    0.11078E-04    0.41818E+02
    0.11089E-04    0.41859E+02
    0.11100E-04    0.41899E+02
    0.11112E-04    0.41939E+02
    0.11123E-04    0.41980E+02
    0.11134E-04    0.42020E+02
    0.11145E-04    0.42061E+02
    0.11156E-04    0.42101E+02
    0.11167E-04    0.42142E+02
    0.11178E-04    0.42182E+02
    0.11190E-04    0.42223E+02
    0.11201E-04    0.42264E+02
    0.11212E-04    0.42305E+02
    0.11223E-04    0.42345E+02
    0.11235E-04    0.42386E+02
    0.11246E-04    0.42427E+02
    0.11257E-04    0.42468E+02
    0.11268E-04    0.42509E+02
    0.11280E-04    0.42550E+02
    0.11291E-04    0.42591E+02
    0.11302E-04    0.42632E+02
    0.11313E-04    0.42673E+02
    0.11325E-04    0.42714E+02
    0.11336E-04    0.42755E+02
    0.11347E-04    0.42796E+02
    0.11359E-04    0.42837E+02
    0.11370E-04    0.42879E+02
    0.11382E-04    0.42920E+02
    0.11393E-04    0.42961E+02
    0.11404E-04    0.43003E+02
    0.11416E-04    0.43044E+02
    0.11427E-04    0.43086E+02
    0.11439E-04    0.43127E+02
    0.11450E-04    0.43169E+02
    0.11461E-04    0.43210E+02
    0.11473E-04    0.43252E+02
    0.11484E-04    0.43294E+02
    0.11496E-04    0.43335E+02
    0.11507E-04    0.43377E+02
    0.11519E-04    0.43419E+02
    0.11530E-04    0.43461E+02
    0.11542E-04    0.43503E+02
    0.11554E-04    0.43545E+02
    0.11565E-04    0.43586E+02
    0.11577E-04    0.43628E+02
    0.11588E-04    0.43671E+02
    0.11600E-04    0.43713E+02
    0.11611E-04    0.43755E+02
    0.11623E-04    0.43797E+02
    0.11635E-04    0.43839E+02
    0.11646E-04    0.43881E+02
    0.11658E-04    0.43924E+02
    0.11670E-04    0.43966E+02
    0.11681E-04    0.44008E+02
    0.11693E-04    0.44051E+02
    0.11705E-04    0.44093E+02
    0.11716E-04    0.44136E+02
    0.11728E-04    0.44178E+02
    0.11740E-04    0.44221E+02
    0.11752E-04    0.44263E+02
    0.11763E-04    0.44306E+02
    0.11775E-04    0.44349E+02
    0.11787E-04    0.44391E+02
    0.11799E-04    0.44434E+02
    0.11811E-04    0.44477E+02
    0.11822E-04    0.44520E+02
    0.11834E-04    0.44563E+02
    0.11846E-04    0.44606E+02
    0.11858E-04    0.44649E+02
    0.11870E-04    0.44692E+02
    0.11882E-04    0.44735E+02
    0.11893E-04    0.44778E+02
    0.11905E-04    0.44821E+02
    0.11917E-04    0.44864E+02
    0.11929E-04    0.44907E+02
    0.11941E-04    0.44951E+02
    0.11953E-04    0.44994E+02
    0.11965E-04    0.45037E+02
    0.11977E-04    0.45081E+02
    0.11989E-04    0.45124E+02
    0.12001E-04    0.45167E+02
    0.12013E-04    0.45211E+02
    0.12025E-04    0.45255E+02
    0.12037E-04    0.45298E+02
    0.12049E-04    0.45342E+02
    0.12061E-04    0.45385E+02
    0.12073E-04    0.45429E+02
    0.12085E-04    0.45473E+02
    0.12097E-04    0.45517E+02
    0.12109E-04    0.45561E+02
    0.12122E-04    0.45605E+02
    0.12134E-04    0.45648E+02
    0.12146E-04    0.45692E+02
    0.12158E-04    0.45736E+02
    0.12170E-04    0.45781E+02
    0.12182E-04    0.45825E+02
    0.12195E-04    0.45869E+02
    0.12207E-04    0.45913E+02
    0.12219E-04    0.45957E+02
    0.12231E-04    0.46002E+02
